63360 126216 
45541 45732 19 
45731 45732 13 
45542 45733 18 
45732 45733 14 
45543 45734 17 
45733 45734 18 
45544 45735 10 
45734 45735 18 
45545 45736 20 
45735 45736 17 
45546 45737 20 
45736 45737 11 
45547 45738 17 
45737 45738 12 
45548 45739 19 
45738 45739 14 
45549 45740 15 
45739 45740 10 
45550 45741 10 
45740 45741 10 
45551 45742 15 
45741 45742 16 
45552 45743 18 
45742 45743 19 
45553 45744 19 
45743 45744 20 
45554 45745 11 
45744 45745 15 
45555 45746 18 
45745 45746 12 
45556 45747 12 
45746 45747 20 
45557 45748 12 
45747 45748 13 
45558 45749 11 
45748 45749 10 
45559 45750 17 
45749 45750 16 
45560 45751 12 
45750 45751 11 
45561 45752 11 
45751 45752 13 
45562 45753 16 
45752 45753 19 
45563 45754 11 
45753 45754 16 
45564 45755 10 
45754 45755 11 
45565 45756 20 
45755 45756 14 
45566 45757 10 
45756 45757 14 
45567 45758 11 
45757 45758 18 
45568 45759 11 
45758 45759 12 
45569 45760 20 
45759 45760 12 
45570 45761 13 
45760 45761 11 
45571 45762 18 
45761 45762 20 
45572 45763 13 
45762 45763 19 
45573 45764 20 
45763 45764 16 
45574 45765 15 
45764 45765 17 
45575 45766 18 
45765 45766 15 
45576 45767 11 
45766 45767 12 
45577 45768 12 
45767 45768 15 
45578 45769 20 
45768 45769 13 
45579 45770 18 
45769 45770 11 
45580 45771 18 
45770 45771 14 
45581 45772 12 
45771 45772 17 
45582 45773 19 
45772 45773 16 
45583 45774 19 
45773 45774 15 
45584 45775 19 
45774 45775 18 
45585 45776 20 
45775 45776 15 
45586 45777 11 
45776 45777 10 
45587 45778 19 
45777 45778 13 
45588 45779 10 
45778 45779 10 
45589 45780 18 
45779 45780 11 
45590 45781 14 
45780 45781 16 
45591 45782 17 
45781 45782 13 
45592 45783 13 
45782 45783 15 
54399 45783 16 
45595 45784 13 
54367 45784 13 
54293 45784 16 
45596 45785 13 
45784 45785 19 
54292 45785 17 
45597 45786 18 
45785 45786 11 
54291 45786 10 
45598 45787 13 
45786 45787 10 
54290 45787 18 
45599 45788 18 
45787 45788 17 
54289 45788 11 
45600 45789 15 
45788 45789 15 
54366 45789 11 
54288 45789 19 
45602 45790 14 
54355 45790 17 
45603 45791 11 
45790 45791 20 
45604 45792 19 
45791 45792 20 
45605 45793 14 
45792 45793 20 
54430 45794 17 
45793 45794 16 
54429 45795 12 
45794 45795 18 
54354 45795 20 
45606 45796 15 
54347 45796 15 
54267 45796 20 
45607 45797 10 
45796 45797 19 
45608 45798 20 
45797 45798 13 
45609 45799 20 
45798 45799 11 
45610 45800 16 
45799 45800 15 
45611 45801 13 
45800 45801 17 
45612 45802 10 
45801 45802 13 
45613 45803 11 
45802 45803 13 
45614 45804 16 
45803 45804 14 
45615 45805 14 
45804 45805 10 
45616 45806 10 
45805 45806 20 
45617 45807 17 
45806 45807 11 
45618 45808 20 
45807 45808 10 
45619 45809 15 
45808 45809 16 
45620 45810 15 
45809 45810 19 
45621 45811 20 
45810 45811 20 
45622 45812 16 
45811 45812 18 
45623 45813 16 
45812 45813 19 
45624 45814 18 
45813 45814 15 
45625 45815 10 
45814 45815 10 
45626 45816 10 
45815 45816 12 
45627 45817 10 
45816 45817 12 
45628 45818 19 
45817 45818 19 
45629 45819 17 
45818 45819 13 
45630 45820 10 
45819 45820 17 
45631 45821 16 
45820 45821 16 
45632 45822 10 
45821 45822 18 
45633 45823 15 
45822 45823 15 
45634 45824 17 
45823 45824 13 
45635 45825 13 
45824 45825 19 
45636 45826 18 
45825 45826 10 
45637 45827 10 
45826 45827 11 
45638 45828 15 
45827 45828 14 
45639 45829 15 
45828 45829 10 
45640 45830 12 
45829 45830 14 
45641 45831 19 
45830 45831 19 
45642 45832 14 
45831 45832 10 
45643 45833 12 
45832 45833 20 
45644 45834 14 
45833 45834 10 
45645 45835 19 
45834 45835 15 
45646 45836 13 
45835 45836 18 
45647 45837 15 
45836 45837 14 
45648 45838 11 
45837 45838 11 
45649 45839 20 
45838 45839 17 
45650 45840 14 
45839 45840 10 
45651 45841 17 
45840 45841 12 
45652 45842 11 
45841 45842 12 
45653 45843 20 
45842 45843 12 
45654 45844 19 
45843 45844 15 
45655 45845 14 
45844 45845 13 
45656 45846 15 
45845 45846 17 
54420 45847 10 
45846 45847 17 
54346 45847 15 
45657 45848 16 
54327 45848 15 
45658 45849 13 
45848 45849 18 
45659 45850 14 
45849 45850 20 
45660 45851 17 
45850 45851 13 
45661 45852 12 
45851 45852 10 
45662 45853 14 
45852 45853 10 
45663 45854 17 
45853 45854 13 
45664 45855 16 
45854 45855 10 
45665 45856 20 
45855 45856 19 
45666 45857 16 
45856 45857 19 
45667 45858 16 
45857 45858 20 
45668 45859 15 
45858 45859 10 
45669 45860 16 
45859 45860 16 
45670 45861 18 
45860 45861 12 
45671 45862 20 
45861 45862 14 
45672 45863 14 
45862 45863 15 
45673 45864 16 
45863 45864 14 
45674 45865 13 
45864 45865 14 
45675 45866 19 
45865 45866 16 
45676 45867 15 
45866 45867 20 
45677 45868 13 
45867 45868 20 
45678 45869 20 
45868 45869 18 
45679 45870 13 
45869 45870 10 
45680 45871 13 
45870 45871 15 
45681 45872 16 
45871 45872 12 
45682 45873 19 
45872 45873 11 
45683 45874 13 
45873 45874 11 
45684 45875 13 
45874 45875 10 
45685 45876 18 
45875 45876 12 
45686 45877 15 
45876 45877 12 
45687 45878 16 
45877 45878 17 
45688 45879 20 
45689 45880 15 
45879 45880 20 
45690 45881 18 
45880 45881 16 
45691 45882 14 
45881 45882 15 
45692 45883 16 
45882 45883 17 
45693 45884 20 
45883 45884 11 
45694 45885 14 
45884 45885 12 
45695 45886 11 
45885 45886 19 
45696 45887 11 
45886 45887 13 
45697 45888 14 
45887 45888 20 
45698 45889 10 
45888 45889 17 
45699 45890 16 
45889 45890 17 
45700 45891 17 
45890 45891 10 
45701 45892 19 
45891 45892 15 
45702 45893 13 
45892 45893 11 
45703 45894 20 
45893 45894 12 
45704 45895 19 
45894 45895 13 
45705 45896 14 
45895 45896 10 
45706 45897 15 
45896 45897 14 
45707 45898 17 
45897 45898 11 
45708 45899 17 
45898 45899 18 
45709 45900 16 
45899 45900 18 
45710 45901 12 
45900 45901 13 
45711 45902 14 
45901 45902 14 
45712 45903 20 
45902 45903 19 
45713 45904 18 
45903 45904 10 
45714 45905 12 
45904 45905 14 
45715 45906 17 
45905 45906 12 
45716 45907 19 
45906 45907 20 
45717 45908 15 
45907 45908 18 
45718 45909 18 
45908 45909 20 
45719 45910 18 
45909 45910 20 
45720 45911 15 
45910 45911 12 
45721 45912 16 
45911 45912 19 
45722 45913 16 
45912 45913 15 
45723 45914 16 
45913 45914 18 
45724 45915 15 
45914 45915 20 
45725 45916 17 
45915 45916 12 
45726 45917 16 
45916 45917 16 
45727 45918 10 
45917 45918 12 
45728 45919 12 
45918 45919 13 
45729 45920 14 
45919 45920 19 
45730 45921 18 
45920 45921 14 
45731 45922 15 
45921 45922 20 
45732 45923 10 
45922 45923 15 
45733 45924 19 
45923 45924 14 
45734 45925 11 
45924 45925 19 
45735 45926 17 
45925 45926 14 
45736 45927 11 
45926 45927 19 
45737 45928 18 
45927 45928 17 
45738 45929 11 
45928 45929 12 
45739 45930 13 
45929 45930 18 
45740 45931 10 
45930 45931 13 
45741 45932 19 
45931 45932 20 
45742 45933 10 
45932 45933 12 
45743 45934 17 
45933 45934 13 
45744 45935 14 
45934 45935 13 
45745 45936 12 
45935 45936 15 
45746 45937 20 
45936 45937 15 
45747 45938 19 
45937 45938 10 
45748 45939 13 
45938 45939 19 
45749 45940 15 
45939 45940 14 
45750 45941 11 
45940 45941 17 
45751 45942 10 
45941 45942 17 
45752 45943 13 
45942 45943 14 
45753 45944 18 
45943 45944 12 
45754 45945 14 
45944 45945 15 
45755 45946 14 
45945 45946 10 
45756 45947 15 
45946 45947 20 
45757 45948 19 
45947 45948 20 
45758 45949 15 
45948 45949 10 
45759 45950 18 
45949 45950 19 
45760 45951 19 
45950 45951 15 
45761 45952 13 
45951 45952 19 
45762 45953 15 
45952 45953 15 
45763 45954 12 
45953 45954 12 
45764 45955 17 
45954 45955 18 
45765 45956 19 
45955 45956 15 
45766 45957 20 
45956 45957 10 
45767 45958 19 
45957 45958 20 
45768 45959 17 
45958 45959 19 
45769 45960 16 
45959 45960 10 
45770 45961 11 
45960 45961 14 
45771 45962 17 
45961 45962 14 
45772 45963 13 
45962 45963 10 
45773 45964 15 
45963 45964 15 
45774 45965 16 
45964 45965 17 
45775 45966 14 
45965 45966 15 
45776 45967 13 
45966 45967 15 
45777 45968 15 
45967 45968 14 
45778 45969 12 
45968 45969 13 
45779 45970 15 
45969 45970 13 
45780 45971 14 
45970 45971 11 
45781 45972 10 
45971 45972 14 
45782 45973 12 
45972 45973 14 
45783 45974 13 
45973 45974 13 
54326 45974 17 
45790 45975 20 
54276 45975 18 
45791 45976 12 
45975 45976 14 
45792 45977 15 
45976 45977 14 
45793 45978 16 
45977 45978 20 
45794 45979 18 
45978 45979 12 
45795 45980 13 
45979 45980 19 
54275 45980 17 
45797 45981 17 
54267 45981 12 
45798 45982 12 
45981 45982 16 
45799 45983 13 
45982 45983 16 
45800 45984 12 
45983 45984 18 
45801 45985 12 
45984 45985 14 
45802 45986 19 
45985 45986 17 
45803 45987 11 
45986 45987 14 
45804 45988 20 
45987 45988 20 
45805 45989 15 
45988 45989 11 
45806 45990 15 
45989 45990 12 
45807 45991 18 
45990 45991 16 
45808 45992 13 
45991 45992 10 
45809 45993 18 
45992 45993 16 
45810 45994 12 
45993 45994 11 
45811 45995 10 
45994 45995 18 
45812 45996 11 
45995 45996 15 
45813 45997 12 
45996 45997 12 
45814 45998 15 
45997 45998 16 
45815 45999 12 
45998 45999 19 
45816 46000 18 
45999 46000 18 
45817 46001 20 
46000 46001 18 
45818 46002 13 
46001 46002 13 
45819 46003 20 
46002 46003 14 
45820 46004 11 
46003 46004 17 
45821 46005 18 
46004 46005 19 
45822 46006 13 
46005 46006 10 
45823 46007 10 
46006 46007 17 
45824 46008 11 
46007 46008 14 
45825 46009 15 
46008 46009 14 
45826 46010 11 
46009 46010 12 
45827 46011 15 
46010 46011 10 
45828 46012 19 
46011 46012 11 
45829 46013 13 
46012 46013 19 
45830 46014 20 
46013 46014 11 
45831 46015 12 
46014 46015 12 
45832 46016 20 
46015 46016 14 
45833 46017 14 
46016 46017 14 
45834 46018 18 
46017 46018 11 
45835 46019 13 
46018 46019 14 
45836 46020 11 
46019 46020 16 
45837 46021 16 
46020 46021 13 
45838 46022 17 
46021 46022 17 
45839 46023 19 
46022 46023 20 
45840 46024 13 
46023 46024 18 
45841 46025 17 
46024 46025 20 
45842 46026 19 
46025 46026 18 
45843 46027 13 
46026 46027 20 
45844 46028 20 
46027 46028 17 
45845 46029 16 
46028 46029 17 
45846 46030 18 
46029 46030 18 
45847 46031 13 
46030 46031 17 
54346 46032 13 
46031 46032 20 
54345 46033 15 
46032 46033 13 
54266 46033 16 
45848 46034 18 
54249 46034 20 
45849 46035 14 
46034 46035 18 
45850 46036 18 
46035 46036 16 
45851 46037 16 
46036 46037 18 
45852 46038 10 
46037 46038 10 
45853 46039 16 
46038 46039 17 
45854 46040 19 
46039 46040 12 
45855 46041 20 
46040 46041 16 
45856 46042 14 
46041 46042 13 
45857 46043 12 
46042 46043 17 
45858 46044 16 
46043 46044 16 
45859 46045 16 
46044 46045 16 
45860 46046 16 
46045 46046 11 
45861 46047 17 
46046 46047 13 
45862 46048 17 
46047 46048 17 
45863 46049 14 
46048 46049 18 
45864 46050 12 
46049 46050 17 
45865 46051 11 
46050 46051 10 
45866 46052 16 
46051 46052 13 
45867 46053 12 
46052 46053 10 
45868 46054 19 
46053 46054 15 
45869 46055 20 
46054 46055 13 
45870 46056 17 
46055 46056 10 
45871 46057 17 
46056 46057 20 
45872 46058 17 
46057 46058 16 
45873 46059 11 
46058 46059 10 
45874 46060 10 
46059 46060 17 
45875 46061 16 
46060 46061 14 
45876 46062 19 
46061 46062 17 
45877 46063 13 
46062 46063 20 
45878 46064 12 
46063 46064 10 
45879 46065 15 
45880 46066 19 
46065 46066 20 
45881 46067 13 
46066 46067 13 
45882 46068 11 
46067 46068 10 
45883 46069 20 
46068 46069 12 
45884 46070 16 
46069 46070 20 
45885 46071 17 
46070 46071 20 
45886 46072 19 
46071 46072 13 
45887 46073 13 
46072 46073 12 
45888 46074 18 
46073 46074 14 
45889 46075 14 
46074 46075 16 
45890 46076 18 
46075 46076 20 
45891 46077 20 
46076 46077 15 
45892 46078 15 
46077 46078 13 
45893 46079 11 
46078 46079 17 
45894 46080 13 
46079 46080 20 
45895 46081 12 
46080 46081 16 
45896 46082 20 
46081 46082 20 
45897 46083 19 
46082 46083 15 
45898 46084 12 
46083 46084 11 
45899 46085 16 
46084 46085 11 
45900 46086 11 
46085 46086 10 
45901 46087 19 
46086 46087 11 
45902 46088 16 
46087 46088 11 
45903 46089 15 
46088 46089 20 
45904 46090 14 
46089 46090 11 
45905 46091 16 
46090 46091 20 
45906 46092 19 
46091 46092 20 
45907 46093 11 
46092 46093 14 
45908 46094 10 
46093 46094 17 
45909 46095 19 
46094 46095 19 
45910 46096 12 
46095 46096 12 
45911 46097 12 
46096 46097 12 
45912 46098 10 
46097 46098 16 
45913 46099 17 
46098 46099 11 
45914 46100 13 
46099 46100 14 
45915 46101 12 
46100 46101 20 
45916 46102 20 
46101 46102 14 
45917 46103 19 
46102 46103 19 
45918 46104 14 
46103 46104 16 
45919 46105 19 
46104 46105 18 
45920 46106 12 
46105 46106 14 
45921 46107 16 
46106 46107 20 
45922 46108 10 
46107 46108 10 
45923 46109 16 
46108 46109 14 
45924 46110 15 
46109 46110 15 
45925 46111 13 
46110 46111 12 
45926 46112 12 
46111 46112 13 
45927 46113 15 
46112 46113 12 
45928 46114 12 
46113 46114 19 
45929 46115 15 
46114 46115 10 
45930 46116 20 
46115 46116 11 
45931 46117 15 
46116 46117 13 
45932 46118 17 
46117 46118 12 
45933 46119 18 
46118 46119 14 
45934 46120 13 
46119 46120 19 
45935 46121 11 
46120 46121 14 
45936 46122 16 
46121 46122 18 
45937 46123 20 
46122 46123 20 
45938 46124 19 
46123 46124 16 
45939 46125 18 
46124 46125 17 
45940 46126 14 
46125 46126 10 
45941 46127 14 
46126 46127 13 
45942 46128 18 
46127 46128 20 
45943 46129 20 
46128 46129 14 
45944 46130 11 
46129 46130 14 
45945 46131 15 
46130 46131 18 
45946 46132 11 
46131 46132 15 
45947 46133 14 
46132 46133 13 
45948 46134 16 
46133 46134 20 
45949 46135 18 
46134 46135 11 
45950 46136 17 
46135 46136 10 
45951 46137 16 
46136 46137 16 
45952 46138 19 
46137 46138 16 
45953 46139 16 
46138 46139 10 
45954 46140 13 
46139 46140 11 
45955 46141 19 
46140 46141 17 
45956 46142 12 
46141 46142 17 
45957 46143 16 
46142 46143 11 
45958 46144 11 
46143 46144 13 
45959 46145 11 
46144 46145 14 
45960 46146 17 
46145 46146 13 
45961 46147 18 
46146 46147 16 
45962 46148 17 
46147 46148 16 
45963 46149 14 
46148 46149 11 
45964 46150 20 
46149 46150 18 
45965 46151 17 
46150 46151 12 
45966 46152 17 
46151 46152 12 
45967 46153 19 
46152 46153 16 
45968 46154 20 
46153 46154 20 
45969 46155 15 
46154 46155 10 
45970 46156 17 
46155 46156 12 
45971 46157 20 
46156 46157 11 
45972 46158 18 
46157 46158 18 
45973 46159 11 
46158 46159 19 
45974 46160 19 
46159 46160 19 
54326 46161 13 
46160 46161 19 
54248 46161 17 
45975 46162 10 
54199 46162 11 
45976 46163 18 
46162 46163 13 
45977 46164 14 
46163 46164 18 
45978 46165 11 
46164 46165 12 
45979 46166 20 
46165 46166 20 
45980 46167 15 
46166 46167 20 
54198 46167 10 
45981 46168 12 
54190 46168 11 
54122 46168 18 
45982 46169 10 
46168 46169 13 
54121 46169 16 
45983 46170 12 
46169 46170 10 
45984 46171 16 
46170 46171 13 
45985 46172 17 
46171 46172 16 
45986 46173 13 
46172 46173 16 
45987 46174 17 
46173 46174 12 
45988 46175 11 
46174 46175 15 
45989 46176 17 
46175 46176 18 
45990 46177 11 
46176 46177 10 
45991 46178 10 
46177 46178 20 
45992 46179 17 
46178 46179 19 
45993 46180 20 
46179 46180 15 
45994 46181 15 
46180 46181 19 
45995 46182 14 
46181 46182 14 
45996 46183 18 
46182 46183 13 
45997 46184 10 
46183 46184 10 
45998 46185 12 
46184 46185 11 
45999 46186 15 
46185 46186 16 
46000 46187 17 
46186 46187 13 
46001 46188 18 
46187 46188 16 
46002 46189 18 
46188 46189 14 
46003 46190 16 
46189 46190 12 
46004 46191 16 
46190 46191 11 
46005 46192 15 
46191 46192 16 
46006 46193 13 
46192 46193 15 
46007 46194 11 
46193 46194 13 
46008 46195 20 
46194 46195 15 
46009 46196 18 
46195 46196 12 
46010 46197 14 
46196 46197 11 
46011 46198 11 
46197 46198 19 
46012 46199 15 
46198 46199 20 
46013 46200 13 
46199 46200 14 
46014 46201 13 
46200 46201 11 
46015 46202 11 
46201 46202 19 
46016 46203 13 
46202 46203 10 
46017 46204 15 
46203 46204 12 
46018 46205 14 
46204 46205 16 
46019 46206 17 
46205 46206 19 
46020 46207 11 
46206 46207 16 
46021 46208 11 
46207 46208 16 
46022 46209 13 
46208 46209 12 
46023 46210 13 
46209 46210 11 
46024 46211 20 
46210 46211 16 
46025 46212 13 
46211 46212 12 
46026 46213 12 
46212 46213 12 
46027 46214 18 
46213 46214 20 
46028 46215 16 
46214 46215 11 
46029 46216 15 
46215 46216 14 
46030 46217 15 
46216 46217 16 
46031 46218 19 
46217 46218 16 
46032 46219 13 
46218 46219 20 
46033 46220 11 
46219 46220 16 
54266 46221 13 
46220 46221 14 
54265 46222 13 
46221 46222 12 
54264 46223 13 
46222 46223 17 
54263 46224 16 
46223 46224 13 
54262 46225 12 
46224 46225 13 
54261 46226 15 
46225 46226 20 
54260 46227 19 
46226 46227 10 
54259 46228 11 
46227 46228 14 
54189 46228 20 
54120 46228 20 
46034 46229 17 
54180 46229 13 
46035 46230 12 
46229 46230 16 
46036 46231 15 
46230 46231 10 
46037 46232 10 
46231 46232 13 
46038 46233 17 
46232 46233 11 
46039 46234 11 
46233 46234 12 
46040 46235 19 
46234 46235 13 
46041 46236 14 
46235 46236 12 
46042 46237 12 
46236 46237 12 
46043 46238 16 
46237 46238 12 
46044 46239 14 
46238 46239 10 
46045 46240 15 
46239 46240 12 
46046 46241 16 
46240 46241 14 
46047 46242 12 
46241 46242 12 
46048 46243 18 
46242 46243 17 
46049 46244 10 
46243 46244 12 
46050 46245 19 
46244 46245 11 
46051 46246 12 
46245 46246 20 
46052 46247 17 
46246 46247 14 
46053 46248 19 
46247 46248 12 
46054 46249 15 
46248 46249 10 
46055 46250 20 
46249 46250 17 
46056 46251 18 
46250 46251 20 
46057 46252 14 
46251 46252 15 
46058 46253 12 
46252 46253 16 
46059 46254 13 
46253 46254 16 
46060 46255 13 
46254 46255 12 
46061 46256 10 
46255 46256 16 
46062 46257 20 
46256 46257 18 
46063 46258 19 
46257 46258 18 
46064 46259 19 
46258 46259 13 
46065 46260 16 
46066 46261 13 
46260 46261 18 
46067 46262 14 
46261 46262 14 
46068 46263 12 
46262 46263 17 
46069 46264 17 
46263 46264 12 
46070 46265 15 
46264 46265 17 
46071 46266 16 
46265 46266 19 
46072 46267 13 
46266 46267 12 
46073 46268 19 
46267 46268 14 
46074 46269 20 
46268 46269 10 
46075 46270 19 
46269 46270 18 
46076 46271 12 
46270 46271 19 
46077 46272 17 
46271 46272 15 
46078 46273 11 
46272 46273 10 
46079 46274 15 
46273 46274 14 
46080 46275 15 
46274 46275 11 
46081 46276 17 
46275 46276 11 
46082 46277 17 
46276 46277 20 
46083 46278 16 
46277 46278 14 
46084 46279 15 
46278 46279 15 
46085 46280 16 
46279 46280 13 
46086 46281 20 
46280 46281 18 
46087 46282 14 
46281 46282 13 
46088 46283 18 
46282 46283 11 
46089 46284 14 
46283 46284 11 
46090 46285 17 
46284 46285 14 
46091 46286 19 
46285 46286 17 
46092 46287 19 
46286 46287 15 
46093 46288 15 
46287 46288 11 
46094 46289 20 
46288 46289 16 
46095 46290 15 
46289 46290 16 
46096 46291 17 
46290 46291 13 
46097 46292 13 
46291 46292 10 
46098 46293 19 
46292 46293 18 
46099 46294 14 
46293 46294 12 
46100 46295 12 
46294 46295 11 
46101 46296 12 
46295 46296 13 
46102 46297 17 
46296 46297 11 
46103 46298 19 
46297 46298 18 
46104 46299 16 
46298 46299 10 
46105 46300 18 
46299 46300 15 
46106 46301 10 
46300 46301 10 
46107 46302 18 
46301 46302 13 
46108 46303 16 
46302 46303 17 
46109 46304 16 
46303 46304 17 
46110 46305 10 
46304 46305 20 
46111 46306 18 
46305 46306 19 
46112 46307 18 
46306 46307 14 
46113 46308 12 
46307 46308 17 
46114 46309 16 
46308 46309 20 
46115 46310 18 
46309 46310 15 
46116 46311 13 
46310 46311 20 
46117 46312 19 
46311 46312 16 
46118 46313 13 
46312 46313 14 
46119 46314 17 
46313 46314 15 
46120 46315 18 
46314 46315 20 
46121 46316 20 
46315 46316 20 
46122 46317 19 
46316 46317 16 
46123 46318 20 
46317 46318 11 
46124 46319 14 
46318 46319 10 
46125 46320 13 
46319 46320 13 
46126 46321 17 
46320 46321 17 
46127 46322 17 
46321 46322 20 
46128 46323 10 
46322 46323 13 
46129 46324 19 
46323 46324 18 
46130 46325 17 
46324 46325 11 
46131 46326 14 
46325 46326 10 
46132 46327 13 
46326 46327 18 
46133 46328 20 
46327 46328 13 
46134 46329 20 
46328 46329 10 
46135 46330 17 
46329 46330 14 
46136 46331 12 
46330 46331 20 
46137 46332 14 
46331 46332 12 
46138 46333 17 
46332 46333 18 
46139 46334 11 
46333 46334 19 
46140 46335 19 
46334 46335 19 
46141 46336 11 
46335 46336 11 
46142 46337 15 
46336 46337 17 
46143 46338 16 
46337 46338 13 
46144 46339 11 
46338 46339 15 
46145 46340 19 
46339 46340 12 
46146 46341 13 
46340 46341 11 
46147 46342 16 
46341 46342 11 
46148 46343 14 
46342 46343 12 
46149 46344 11 
46343 46344 13 
46150 46345 13 
46344 46345 12 
46151 46346 15 
46345 46346 15 
46152 46347 17 
46346 46347 16 
46153 46348 11 
46347 46348 16 
46154 46349 18 
46348 46349 11 
46155 46350 15 
46349 46350 19 
46156 46351 12 
46350 46351 12 
46157 46352 10 
46351 46352 20 
